name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,versatility,release_clause,talent,dominant_position,traits
G. Magnée,19,12/10/1999,173,65,Belgium,KAS Eupen,61,75,500000,1000,RB,Right,1,3,2,5,1,1100000,Ordinary,RES,Good
L. Gavioli,19,7/1/2000,182,77,Italy,Venezia FC,61,75,525000,1000,CM,Right,1,3,2,9,1,0,Ordinary,SUB,Good
K. da Graca,21,16/1/1998,188,80,Sweden,IFK Göteborg,61,74,450000,1000,CB,Right,1,2,2,5,1,844000,Ordinary,LCB,Good
T. Svendsen,19,31/8/1999,172,66,Norway,Molde FK,61,74,475000,1000,CM;LM,Right,1,4,3,6,2,914000,Acrobat,SUB,Crowd_Favourite
C. Moya,21,19/3/1998,169,65,Chile,Universidad de Chile,61,74,450000,1000,CDM;CM,Right,1,3,2,6,2,911000,Ordinary,SUB,Good
O. Hedvall,20,9/8/1998,195,84,Denmark,Silkeborg IF,61,74,400000,1000,GK,Left,1,3,1,5,1,750000,Ordinary,GK,Good
J. Williams,19,22/10/1999,179,75,England,Barnsley,61,74,425000,1000,RB,Right,1,2,2,5,1,1100000,Ordinary,SUB,Good
N. Trott,20,21/11/1998,184,70,England,AFC Wimbledon,61,74,400000,1000,GK,Left,1,3,1,5,1,0,Ordinary,GK,Good
M. Skenderovic,21,28/3/1998,182,73,Montenegro,FC Carl Zeiss Jena,61,74,500000,1000,ST,Left,1,3,3,5,1,0,Ordinary,SUB,Good
N. Strunck,19,17/8/1999,185,74,Denmark,FC Groningen,61,74,475000,1000,CM;RB;RM,Right,1,4,3,5,3,986000,Ordinary,SUB,Good
N. Fröling,19,20/4/2000,180,80,Sweden,Kalmar FF,61,74,475000,1000,ST,Right,1,3,2,5,1,891000,Ordinary,LS,Long_Shot_Taker
F. Kaya,19,13/11/1999,183,78,Germany,FC Ingolstadt 04,61,74,475000,1000,ST,Right,1,4,3,5,1,986000,Ordinary,LS,Good
T. Reithmeir,19,13/8/1999,190,87,Germany,1. FC Heidenheim 1846,61,74,425000,1000,CB,Right,1,3,2,5,1,946000,Ordinary,RES,Long_Passer
A. Ciss,19,7/9/1999,186,65,Senegal,Fortuna Sittard,61,74,475000,1000,CM;LM,Right,1,3,3,5,2,986000,Ordinary,SUB,Good
M. Sopocko,20,26/6/1999,175,77,Poland,Lechia Gdansk,61,74,475000,1000,CAM;CM,Right,1,2,2,5,2,938000,Ordinary,RES,Good
H. Daza,21,18/1/1998,176,71,Colombia,Jaguares de Córdoba,61,74,450000,1000,LB,Left,1,3,2,5,1,0,Ordinary,RES,Good
G. Arib,19,2/11/1999,168,63,France,Valenciennes FC,61,74,450000,1000,CDM;CM,Right,1,3,2,5,2,1100000,Ordinary,SUB,Good
R. Moldoveanu,20,8/3/1999,177,74,Romania,Dinamo Bucuresti,61,74,475000,1000,LM;ST,Right,1,3,2,5,2,938000,Ordinary,LM,Good
M. Gueddar,20,25/11/1998,176,75,Morocco,En Avant de Guingamp,61,74,475000,1000,LW,Right,1,4,4,8,1,1200000,Ordinary,RES,Crowd_Favourite
D. Armstrong,21,11/7/1997,175,64,Scotland,Ross County FC,61,73,450000,1000,LM;RM,Left,1,3,3,4,2,878000,Ordinary,SUB,Good
Robert Sanchez,21,18/11/1997,197,85,Spain,Rochdale,61,73,375000,1000,GK,Right,1,3,1,5,1,0,Ordinary,GK,Good
C. Masterson,20,8/9/1998,189,72,Republic of Ireland,Queens Park Rangers,61,73,425000,1000,CB,Right,1,3,2,5,1,893000,Ordinary,RES,Good
A. Donkor,21,11/11/1997,185,85,Germany,FC Carl Zeiss Jena,61,73,450000,1000,LM;RM;LW,Right,1,3,3,5,3,743000,Ordinary,SUB,Good
B. Fox,21,1/2/1998,175,76,England,Burton Albion,61,73,425000,1000,CDM;RB;CM,Right,1,3,2,5,3,829000,Ordinary,SUB,Good
L. Sherif,20,27/1/1999,178,74,Guinea Bissau,Accrington Stanley,61,73,425000,1000,CDM;CM,Right,1,3,2,6,2,829000,Ordinary,SUB,Good
N. Casale,21,14/2/1998,191,80,Italy,Venezia FC,61,73,425000,1000,CB,Right,1,3,2,5,1,0,Ordinary,LCB,Good
Tomás Reymão,20,14/7/1998,190,80,Portugal,Boavista FC,61,73,450000,1000,CM;CAM,Right,1,3,3,4,2,1000000,Ordinary,RES,Good
K. Lara,20,10/6/1999,182,75,Chile,Curicó Unido,61,73,400000,1000,LB;CB,Left,1,3,2,5,2,620000,Ordinary,SUB,Injury_Prone
P. Wisniewski,20,27/7/1998,195,88,Poland,Górnik Zabrze,61,73,425000,1000,CB,Right,1,3,2,5,1,659000,Ordinary,RCB,Good
M. Choinière,20,7/2/1999,175,68,Canada,Montreal Impact,61,73,450000,1000,LW;RW;CM,Right,1,2,3,5,3,765000,Ordinary,SUB,Power_Free-Kick;Crowd_Favourite
Y. Taki,19,29/8/1999,167,56,Japan,Shimizu S-Pulse,61,73,450000,1000,CF;ST,Right,1,3,3,8,2,653000,Ordinary,RES,Good
C. Bayiha,20,8/3/1999,173,70,Canada,Montreal Impact,61,73,450000,1000,RW;RB,Right,1,2,3,6,2,765000,Ordinary,SUB,Early_Crosser;Crowd_Favourite
A. Jonjic,19,2/8/1999,183,75,Germany,1. FC Kaiserslautern,61,73,425000,1000,RM,Right,1,3,3,5,1,701000,Ordinary,SUB,Good
Dani García,20,20/12/1998,176,71,Spain,Albacete BP,61,73,450000,1000,CM,Right,1,4,2,5,1,810000,Ordinary,RES,Good
?. Vladoiu,20,28/12/1998,178,73,Romania,Universitatea Craiova,61,73,400000,1000,RB,Right,1,3,2,5,1,620000,Ordinary,SUB,Good
A. Roczen,19,16/8/1999,193,82,Germany,1. FC Magdeburg,61,73,450000,1000,ST,Right,1,3,2,5,1,743000,Ordinary,SUB,Good
J. Shaffelburg,19,26/11/1999,178,68,Canada,Toronto FC,61,73,425000,1000,LM;LW,Left,1,2,2,5,2,723000,Ordinary,LM,Dives_Into_Tackles;Early_Crosser
M. Talabidi,17,16/7/2001,184,78,Germany,RB Leipzig,61,73,350000,1000,CB,Right,1,2,2,5,1,665000,Ordinary,RES,Good
J. Sierra,22,24/6/1997,182,71,Chile,Unión Española,61,72,425000,1000,ST,Right,1,2,2,5,1,659000,Ordinary,SUB,Long_Passer
A. Helmersen,21,15/3/1998,190,82,Norway,Odds BK,61,72,450000,1000,ST,Left,1,3,2,7,1,0,Ordinary,SUB,Good
A. Andrésson,21,27/1/1998,193,83,Iceland,Viking FK,61,72,400000,1000,CB,Left,1,2,2,5,1,580000,Ordinary,SUB,Good
C. McCarthy,21,11/4/1998,185,75,Republic of Ireland,Cork City,61,72,400000,1000,CB;RB,Right,1,3,2,2,2,700000,Ordinary,LCB,Good
E. Dahl Reitan,21,11/9/1997,180,70,Norway,FK Bodø/Glimt,61,72,400000,1000,RB,Right,1,2,2,8,1,0,Ordinary,RB,Good
B. Wilson,22,28/1/1997,185,81,Australia,Perth Glory,61,72,425000,1000,CM,Right,1,2,3,5,1,616000,Ordinary,SUB,Good
M. Weymans,21,9/7/1997,175,70,Belgium,Östersunds FK,61,72,400000,1000,LWB;LB,Left,1,3,2,8,2,580000,Ordinary,LWB,Good
S. McLoughlin,22,1/3/1997,175,70,Republic of Ireland,AFC Wimbledon,61,72,425000,1000,CAM,Right,1,3,2,8,1,829000,Ordinary,SUB,Good
K. Duncan,21,8/8/1997,177,68,United States,New York Red Bulls,61,72,400000,1000,RB;LB,Right,1,2,2,5,2,680000,Ordinary,SUB,Good
E. Mensah,21,9/2/1998,170,65,Ghana,HJK Helsinki,61,72,425000,1000,LW;RW,Left,1,3,2,5,2,999000,Ordinary,LW,Good
M. Cortés,22,9/2/1997,172,66,Colombia,Independiente Medellín,61,72,425000,1000,RM;CAM;LM,Right,1,3,2,5,3,680000,Ordinary,SUB,Good
M. Kaasa,21,15/7/1997,175,70,Norway,Odds BK,61,72,425000,1000,CM,Right,1,3,3,5,1,616000,Ordinary,SUB,Good
R. Macek,22,18/4/1997,188,73,Czech Republic,FC Lugano,61,72,425000,1000,CM;CAM,Right,1,3,3,8,2,701000,Ordinary,RES,Crowd_Favourite
Y. Gómez,21,4/8/1997,176,67,Colombia,Unión Magdalena,61,72,400000,1000,LB,Left,1,3,2,5,1,620000,Ordinary,LB,Good
H. Ciftci,21,10/3/1998,177,73,Turkey,FC Erzgebirge Aue,61,72,425000,1000,CM;CAM;CDM,Left,1,3,2,5,3,744000,Ordinary,SUB,Good
D. Urzúa,22,4/2/1997,173,70,Chile,Curicó Unido,61,72,425000,1000,CAM,Right,1,3,2,5,1,659000,Ordinary,SUB,Good
José Carlos,20,24/8/1998,170,67,Spain,Málaga CF,61,72,425000,1000,CM;CAM,Right,1,3,3,5,2,765000,Ordinary,RES,Good
M. van Kins,20,17/12/1998,182,68,Netherlands,ADO Den Haag,61,72,425000,1000,CAM;CM,Left,1,3,3,5,2,701000,Ordinary,SUB,Good
A. Aleo,21,20/5/1998,175,70,Argentina,Godoy Cruz,61,72,400000,1000,LB,Left,1,3,2,5,1,660000,Ordinary,RES,Good
O. Mbaizo,21,15/8/1997,178,70,Cameroon,Philadelphia Union,61,72,400000,1000,RB,Right,1,2,2,8,1,680000,Ordinary,SUB,Good
S. Bastoni,22,5/11/1996,183,74,Italy,Spezia,61,71,400000,1000,RW;CM;LB,Left,1,2,3,5,3,700000,Ordinary,SUB,Good
J. Walton,21,23/4/1998,184,77,England,Barnsley,61,71,325000,1000,GK,Right,1,2,1,5,1,666000,Ordinary,RES,Good
C. Blackett-Taylor,21,23/9/1997,170,67,England,Tranmere Rovers,61,71,400000,1000,LW;LM,Right,1,2,3,8,2,780000,Ordinary,LM,Early_Crosser
P. Jensen,21,16/2/1998,195,89,Denmark,FC Nordsjælland,61,71,325000,1000,GK,Right,1,2,1,5,1,471000,Ordinary,SUB,Good
J. Salas,22,12/10/1996,174,68,Chile,Coquimbo Unido,61,71,375000,1000,RB;LB,Left,1,3,2,5,2,581000,Ordinary,RB,Good
J. Bitter,22,1/1/1997,185,85,Germany,MSV Duisburg,61,71,375000,1000,RB;CB;LB,Right,1,4,2,5,3,619000,Ordinary,RB,Good
M. Chajia,21,4/6/1998,181,72,Belgium,Ascoli,61,71,425000,1000,CF;CAM,Right,1,3,3,5,2,744000,Ordinary,SUB,Good
T. Archibald,21,5/3/1998,180,64,Scotland,Macclesfield Town,61,71,400000,1000,RM;LM;RWB,Left,1,3,3,8,3,780000,Ordinary,RWB,Good
J. Schau,20,21/9/1998,177,74,Germany,FC Carl Zeiss Jena,61,71,400000,1000,RM;CM,Right,1,5,2,6,2,660000,Ordinary,SUB,Good
Prendes,22,12/4/1997,187,75,Spain,UD Almería,61,71,375000,1000,CB,Right,1,3,2,5,1,656000,Ordinary,RES,Good
P. Michael,21,10/5/1998,186,83,Nigeria,Vålerenga Fotball,61,71,425000,1000,ST,Right,1,3,2,5,1,616000,Ordinary,RES,Good
M. Borquez,20,19/8/1998,173,66,Chile,CD Palestino,61,71,325000,1000,GK,Right,1,3,1,5,1,504000,Ordinary,SUB,Good
Álvaro Vallés,21,25/7/1997,192,82,Spain,UD Las Palmas,61,71,325000,1000,GK,Right,1,2,1,5,1,585000,Ordinary,RES,Good
D. Jones,22,24/6/1997,175,75,United States,New England Revolution,61,71,400000,1000,LM;LB,Right,1,3,2,9,2,680000,Ordinary,SUB,Good
D. González,20,28/8/1998,173,70,Chile,CD O'Higgins,61,71,400000,1000,CM,Right,1,3,2,5,1,620000,Ordinary,SUB,Good
M. Ngalina,19,6/4/2000,180,68,DR Congo,Philadelphia Union,61,71,400000,1000,ST;RW,Right,1,3,2,8,2,680000,Ordinary,RES,Good
N. Blumberg,22,2/1/1997,172,70,Germany,Chemnitzer FC,61,71,400000,1000,RM;CF;RB,Right,1,3,2,5,3,660000,Ordinary,SUB,Good
L. Bell Bell,22,6/9/1996,180,74,Cameroon,1. FC Magdeburg,61,71,400000,1000,CF,Left,1,3,2,5,1,660000,Ordinary,SUB,Good
Joan Femenías,22,19/8/1996,184,75,Spain,CF Fuenlabrada,61,71,325000,1000,GK,Right,1,2,1,5,1,569000,Ordinary,RES,Good
Jota Gonçalves,19,17/6/2000,186,76,Portugal,CD Tondela,61,71,350000,1000,CB,Right,1,3,2,7,1,788000,Ordinary,RES,Good
J. Ipalibo,21,6/4/1998,183,75,Nigeria,Strømsgodset IF,61,71,375000,1000,CDM,Right,1,2,2,5,1,544000,Ordinary,SUB,Good
S. Mohlin,23,17/1/1996,189,80,Sweden,Östersunds FK,61,70,300000,1000,GK,Right,1,2,1,5,1,435000,Ordinary,SUB,Good
C. Baker-Richardson,23,5/12/1995,188,73,England,Accrington Stanley,61,70,400000,1000,ST,Right,1,3,2,5,1,0,Ordinary,SUB,Good
V. Moreno,24,23/10/1994,182,83,Colombia,Atlético Huila,61,70,350000,1000,CB,Right,1,2,2,5,1,543000,Ordinary,RCB,Good
José León,24,3/2/1995,182,83,Spain,Rayo Vallecano,61,70,350000,1000,CB,Left,1,3,2,5,1,630000,Ordinary,RES,Good
J. Ramos,22,11/12/1996,180,72,Uruguay,Spezia,61,70,350000,1000,LB,Left,1,4,2,5,1,613000,Ordinary,LB,Good
M. Kelly,21,3/11/1997,181,70,Scotland,Bristol Rovers,61,70,350000,1000,LB,Left,1,2,2,8,1,683000,Ordinary,SUB,Good
K. Twardek,22,8/3/1997,186,79,Canada,Sligo Rovers,61,70,400000,1000,RM;RW;ST,Right,1,3,3,5,3,700000,Ordinary,RW,Good
C. Harkin,23,15/1/1996,180,75,Northern Ireland,Derry City,61,70,375000,1000,CM,Right,1,3,2,5,1,656000,Ordinary,LCM,Good
A. Pattison,21,6/9/1997,173,70,England,Wycombe Wanderers,61,70,375000,1000,CM,Right,1,3,2,5,1,731000,Ordinary,RCM,Good
R. Ito,21,6/2/1998,174,62,Japan,Oita Trinita,61,70,400000,1000,CAM;CF,Right,1,2,3,7,2,0,Ordinary,RES,Good
M. Funk,23,1/1/1996,187,88,Germany,SpVgg Greuther Fürth,61,70,300000,1000,GK,Right,1,3,1,5,1,525000,Ordinary,SUB,Good
D. Watts,22,11/4/1997,178,68,Republic of Ireland,Shamrock Rovers,61,70,375000,1000,CM;CAM;RM,Right,1,3,3,5,3,656000,Ordinary,RDM,Good
B. Koglin,22,7/1/1997,186,79,Germany,1. FC Magdeburg,61,70,350000,1000,CB;LB;RB,Left,1,3,2,5,3,578000,Ordinary,SUB,Good
José Alonso,23,14/5/1996,183,77,Spain,UD Almería,61,70,350000,1000,CB,Right,1,3,2,5,1,613000,Ordinary,RES,Good
Lee Seung Mo,21,30/3/1998,185,70,Korea Republic,Pohang Steelers,61,70,350000,1000,CDM;CB,Right,1,3,2,5,2,508000,Ordinary,SUB,Good
G. Weissbeck,22,17/1/1997,177,70,France,FC Sochaux-Montbéliard,61,70,400000,1000,CAM,Right,1,2,3,5,1,780000,Ordinary,CAM,Good
T. Hara,20,30/7/1998,178,74,Japan,Sagan Tosu,61,70,350000,1000,RB;LB;CM,Right,1,3,2,6,3,508000,Ordinary,RB,Good
L. Weinkauf,22,7/7/1996,196,90,Germany,MSV Duisburg,61,70,300000,1000,GK,Right,1,2,1,5,1,0,Ordinary,GK,Good
G. Hatano,21,25/5/1998,198,88,Japan,FC Tokyo,61,70,300000,1000,GK,Right,1,3,1,5,1,435000,Ordinary,SUB,Good
P. Harant,20,20/2/1999,194,85,Germany,1. FC Magdeburg,61,70,350000,1000,CB;ST,Right,1,3,2,5,2,578000,Ordinary,SUB,Good
S. Milewski,21,30/4/1998,175,72,Poland,Piast Gliwice,61,70,350000,1000,CDM,Right,1,2,2,5,1,543000,Ordinary,SUB,Good
M. Erlic,21,24/1/1998,192,78,Croatia,Spezia,61,70,350000,1000,CB,Right,1,3,2,5,1,613000,Ordinary,SUB,Good
Andre Shinyashiki,22,11/6/1997,175,68,Brazil,Colorado Rapids,61,70,400000,1000,ST;LM;CAM,Right,1,3,2,9,3,660000,Ordinary,LM,Good
N. Nöstlinger,21,15/1/1998,182,75,Belgium,RKC Waalwijk,61,70,400000,1000,CAM;CM,Right,1,3,3,5,2,660000,Ordinary,SUB,Good
O. Erdogan,20,29/9/1998,185,78,Germany,SC Preußen Münster,61,70,350000,1000,CB;CDM,Right,1,2,2,2,2,578000,Ordinary,SUB,Good
A. Nollenberger,22,4/6/1997,180,72,Germany,Bayern München II,61,70,400000,1000,LM;LW;RW,Right,1,3,2,5,3,660000,Ordinary,RES,Good
M. Mbaye,21,13/10/1997,193,78,Senegal,FC Porto,61,70,300000,1000,GK,Right,1,3,1,5,1,660000,Ordinary,RES,Good
O. Carabalí,22,12/6/1997,187,92,Ecuador,Colo-Colo,61,70,300000,1000,GK,Right,1,3,1,5,1,480000,Ordinary,RES,Good
Brunet,21,24/1/1998,190,82,Argentina,CD Lugo,61,70,350000,1000,CDM;CB,Right,1,3,2,5,2,613000,Ordinary,RES,Good
S. Ayala,23,14/9/1995,181,78,Colombia,Jaguares de Córdoba,61,69,350000,1000,CDM;CM,Right,1,3,2,5,2,543000,Ordinary,SUB,Good
D. Vitturini,22,21/2/1997,180,72,Italy,Pescara,61,69,325000,1000,RB;CB,Right,1,2,2,6,2,569000,Ordinary,SUB,Good
D. Thomas,23,14/2/1996,173,65,Scotland,Kilmarnock,61,69,375000,1000,RM;LM,Left,1,3,3,7,2,731000,Ordinary,SUB,Dives_Into_Tackles
E. Haugan,21,27/8/1997,180,70,Norway,Östersunds FK,61,69,350000,1000,CB,Right,1,2,2,5,1,508000,Ordinary,SUB,Good
J. McGrath,22,30/9/1996,175,70,Republic of Ireland,Dundalk,61,69,375000,1000,CAM;RM,Right,1,3,3,5,2,656000,Ordinary,SUB,Outside_Foot_Shot;Crowd_Favourite
M. Mara,22,12/12/1996,176,64,Guinea,FC Lorient,61,69,375000,1000,LM;ST,Right,1,3,2,4,2,750000,Ordinary,RES,Good
S. McMann,22,9/7/1996,180,70,Scotland,Hamilton Academical FC,61,69,325000,1000,LWB;LB;CB,Right,1,3,2,5,3,634000,Ordinary,LCB,Good
F. Saavedra,22,26/9/1996,172,67,Chile,Curicó Unido,61,69,325000,1000,LB;LWB,Left,1,2,3,8,2,0,Ordinary,SUB,Early_Crosser
A. Vaikla,22,19/2/1997,197,92,Estonia,IFK Norrköping,61,69,290000,1000,GK,Right,1,3,1,5,1,421000,Ordinary,SUB,Acrobatic_Clearance
G. Morelli,22,12/12/1996,181,71,Italy,Livorno,61,69,325000,1000,RB;LB,Left,1,3,2,5,2,569000,Ordinary,RES,Good
E. Montaño,23,11/7/1995,173,71,Colombia,Once Caldas,61,69,350000,1000,CDM,Right,1,3,2,4,1,543000,Ordinary,RES,Good
S. Fujitani,21,28/10/1997,178,67,Japan,Vissel Kobe,61,69,325000,1000,RB;RWB;RM,Right,1,3,2,5,3,488000,Ordinary,RES,Good
C. Daferner,21,12/1/1998,189,82,Germany,FC Erzgebirge Aue,61,69,375000,1000,ST,Right,1,3,2,5,1,0,Ordinary,SUB,Good
T. Jacobsen,22,19/4/1997,182,76,Germany,1. FC Magdeburg,61,69,325000,1000,LB;LM;CDM,Left,1,3,2,8,3,0,Ordinary,SUB,Good
R. Strain,22,2/4/1997,181,76,Australia,Adelaide United,61,69,325000,1000,RB,Right,1,3,2,8,1,471000,Ordinary,SUB,Good
J. Lennon,21,9/5/1998,178,70,Republic of Ireland,St. Patrick's Athletic,61,69,350000,1000,CDM;CM,Right,1,4,2,6,2,613000,Ordinary,CDM,Good
M. Khalfan,20,28/8/1998,175,63,United Arab Emirates,Al Ain FC,61,69,375000,1000,LM,Right,1,3,3,4,1,881000,Ordinary,SUB,Argues_with_Officials
K. Kizito,22,21/7/1996,189,79,Ghana,BK Häcken,61,69,375000,1000,ST,Right,1,3,2,5,1,544000,Ordinary,SUB,Good
S. Nealis,22,13/1/1997,194,82,United States,New York Red Bulls,61,69,325000,1000,CB,Right,1,3,2,5,1,553000,Ordinary,SUB,Good
S. Conteh,22,20/7/1996,178,72,Germany,1. FC Magdeburg,61,69,375000,1000,RM,Right,1,2,2,5,1,619000,Ordinary,SUB,Good
C. Pepe,22,9/11/1996,186,92,France,Livingston FC,61,69,325000,1000,CB,Right,1,3,2,5,1,634000,Ordinary,RES,Good
K. Antonik,20,28/11/1998,183,68,Poland,Arka Gdynia,61,69,375000,1000,RM,Right,1,3,3,5,1,581000,Ordinary,RM,Early_Crosser
H. Saghiri,22,18/2/1997,180,70,Germany,Viktoria Köln,61,69,350000,1000,CDM,Right,1,3,2,5,1,578000,Ordinary,RDM,Good
S. Gassama,20,30/11/1998,182,77,Mali,CF Fuenlabrada,61,69,325000,1000,LB;CB,Left,1,2,2,6,2,569000,Ordinary,RES,Good
Pedro Augusto,22,3/3/1997,181,71,Brazil,CD Tondela,61,69,350000,1000,CDM,Left,1,5,2,9,1,788000,Ordinary,LCM,Leadership
N. Konstandopoulos,23,26/6/1996,178,76,Australia,Adelaide United,61,68,350000,1000,CM,Right,1,3,3,5,1,508000,Ordinary,RCM,Good
F. Aliti,25,3/10/1993,186,77,Albania,Kalmar FF,61,68,325000,1000,CB;LWB,Left,1,2,2,5,2,471000,Ordinary,LCB,Good
J. McDonagh,23,8/5/1996,180,70,Northern Ireland,Derry City,61,68,325000,1000,RB;RM,Right,1,3,2,5,2,569000,Ordinary,RM,Early_Crosser
D. Contreras,25,7/2/1994,172,62,Colombia,Rionegro Águilas,61,68,325000,1000,CDM,Right,1,2,2,5,1,504000,Ordinary,SUB,Good
P. Kpozo,21,15/7/1997,180,77,Ghana,Östersunds FK,61,68,325000,1000,LB;LWB,Left,1,2,2,4,2,471000,Ordinary,SUB,Good
K. Joelsson,21,21/3/1998,183,74,Sweden,Helsingborgs IF,61,68,270000,1000,GK,Right,1,3,1,5,1,392000,Ordinary,SUB,Good
K. O'Connor,24,7/5/1995,183,75,Republic of Ireland,Cork City,61,68,325000,1000,LB;CDM,Left,1,3,2,6,2,0,Ordinary,SUB,Good
E. Dabo,23,20/11/1995,181,71,Senegal,Valenciennes FC,61,68,325000,1000,CB,Right,1,3,2,5,1,634000,Ordinary,SUB,Good
M. Hingerl,23,3/5/1996,182,72,Germany,SG Sonnenhof Großaspach,61,68,350000,1000,CM;CDM,Right,1,3,2,5,2,578000,Ordinary,SUB,Power_Free-Kick
E. Maury,23,16/6/1996,183,73,France,Rodez Aveyron Football,61,68,325000,1000,CDM;CM,Right,1,3,2,6,2,634000,Ordinary,SUB,Power_Free-Kick
A. Jakupovic,21,29/5/1998,186,81,Austria,Empoli,61,68,350000,1000,ST;CF;LW,Left,1,3,2,7,3,630000,Ordinary,RES,Good
S. Cordero,23,11/3/1996,177,60,Chile,CD Antofagasta,61,68,325000,1000,LB;LM,Right,1,3,2,5,2,504000,Ordinary,SUB,Good
S. Johansen,23,7/7/1995,190,88,Norway,Mjøndalen IF,61,68,325000,1000,CB,Right,1,2,2,5,1,471000,Ordinary,LCB,Good
B. Gyamfi,23,20/1/1996,178,76,Ghana,Benevento,61,68,325000,1000,RB;CB,Right,1,2,2,6,2,585000,Ordinary,SUB,Good
M. De Marchi,24,30/8/1994,190,78,Italy,Cittadella,61,68,350000,1000,ST,Right,1,3,2,7,1,613000,Ordinary,RES,Good
H. Wingo,23,4/10/1995,183,77,United States,Molde FK,61,68,350000,1000,RM;LM;RB,Right,1,3,2,9,3,525000,Ordinary,SUB,Good
D. Tuma,23,16/5/1996,178,70,Germany,Chemnitzer FC,61,68,350000,1000,LM;RM,Left,1,3,2,7,2,578000,Ordinary,SUB,Good
F. Piszczek,24,26/5/1995,188,77,Poland,Cracovia,61,68,350000,1000,ST,Right,1,2,2,4,1,543000,Ordinary,SUB,Good
F. Arbeláez,22,10/11/1996,181,71,Colombia,Independiente Santa Fe,61,68,325000,1000,LB;LM,Left,1,2,2,5,2,504000,Ordinary,LB,Good
J. Borgmann,21,12/11/1997,196,83,Germany,SC Preußen Münster,61,68,325000,1000,CB;LB,Right,1,2,2,5,2,536000,Ordinary,SUB,Good
J. Murray,23,2/10/1995,180,74,Australia,Central Coast Mariners,61,68,350000,1000,ST,Right,1,3,3,8,1,508000,Ordinary,LS,Good
H. García,22,27/3/1997,169,62,Venezuela,Curicó Unido,61,68,350000,1000,LW;CAM,Left,1,2,2,5,2,543000,Ordinary,LW,Good
A. Rwatubyaye,22,23/10/1996,185,79,Rwanda,Colorado Rapids,61,68,325000,1000,CB,Right,1,2,2,6,1,536000,Ordinary,SUB,Good
E. Azemovic,22,6/1/1997,191,78,Montenegro,Raków Czestochowa,61,68,325000,1000,CB,Right,1,2,2,5,1,504000,Ordinary,SUB,Good
S. Najar,23,13/10/1995,184,77,Tunisia,Viktoria Köln,61,68,350000,1000,RM;LM;CAM,Left,1,3,4,7,3,578000,Ordinary,SUB,Good
Lucas Soares,21,4/5/1998,176,70,Brazil,Vitória Guimarães,61,68,325000,1000,RB,Right,1,3,2,5,1,748000,Ordinary,RES,Good
P. Mendy,23,7/6/1996,185,75,France,Strømsgodset IF,61,68,325000,1000,LB,Left,1,2,2,5,1,471000,Ordinary,SUB,Good
I. Furu,25,7/5/1994,190,84,Norway,Ranheim Fotball,61,67,300000,1000,CB,Left,1,3,2,6,1,435000,Ordinary,LCB,Good
C. Dilo,25,5/1/1994,189,87,France,Paris FC,61,67,260000,1000,GK,Right,1,3,1,5,1,507000,Ordinary,SUB,Acrobatic_Clearance;Flair_Passes
B. Utvik,23,28/2/1996,183,75,Norway,Sarpsborg 08 FF,61,67,300000,1000,CB,Right,1,3,2,5,1,435000,Ordinary,RES,Power_Free-Kick
R. Fulton,23,23/5/1996,191,70,Scotland,Hamilton Academical FC,61,67,260000,1000,GK,Left,1,3,1,5,1,507000,Ordinary,SUB,Good
A. Kojic,23,28/10/1995,185,75,Sweden,AFC Eskilstuna,61,67,300000,1000,RB;LB,Right,1,2,2,5,2,435000,Ordinary,RB,Good
D. Trichard,24,27/3/1995,176,70,France,Clermont Foot 63,61,67,300000,1000,LB;LM,Left,1,3,2,8,2,585000,Ordinary,SUB,Good
J. Koutroumbis,21,6/3/1998,183,73,Australia,Newcastle Jets,61,67,300000,1000,RB;CB,Right,1,3,2,6,2,435000,Ordinary,SUB,Good
S. Sørli,23,30/10/1995,178,67,Norway,Kristiansund BK,61,67,350000,1000,LM;LW,Left,1,1,2,5,2,508000,Ordinary,SUB,Good
Kim Bo Seop,21,11/1/1998,183,73,Korea Republic,Incheon United FC,61,67,350000,1000,ST;LW,Right,1,3,2,5,2,508000,Ordinary,RS,Early_Crosser
L. Fritzson,23,25/8/1995,184,77,Sweden,Östersunds FK,61,67,350000,1000,CM;RW,Right,1,3,3,8,2,508000,Ordinary,RW,Good
M. Feigenspan,23,5/8/1995,180,75,Germany,Eintracht Braunschweig,61,67,350000,1000,RW;LW,Right,1,2,3,5,2,578000,Ordinary,SUB,Good
B. Lundgaard,23,25/9/1995,196,93,United States,Columbus Crew SC,61,67,260000,1000,GK,Right,1,3,1,5,1,442000,Ordinary,RES,Good
A. Putna,24,21/10/1994,187,81,United States,Real Salt Lake,61,67,260000,1000,GK,Right,1,2,1,5,1,442000,Ordinary,SUB,Good
Y. Brun,24,19/9/1994,179,74,France,Grenoble Foot 38,61,67,350000,1000,ST;RW,Right,1,3,2,4,2,683000,Ordinary,SUB,Good
J. Koenraat,23,26/9/1995,182,78,Netherlands,RKC Waalwijk,61,67,350000,1000,RW,Right,1,3,2,5,1,578000,Ordinary,SUB,Good
A. Rau?a,23,4/7/1995,189,80,Romania,Academica Clinceni,61,67,300000,1000,CB,Right,1,2,2,6,1,465000,Ordinary,RCB,Good
